id,round,opponent_team,was_home,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,value,selected,transfers_in,transfers_out
210,2,15,True,90,2,0,0,0,4,0,21,0,0.00,0.07,0.07,2.21,7,55,88998,6710,7800
210,3,10,False,90,2,0,0,0,2,0,10,0,0.00,0.01,0.01,3.14,8,55,89835,10076,13720
210,4,12,True,76,2,0,0,0,2,0,13,0,0.08,0.04,0.12,1.13,5,55,91297,8794,10595
210,5,13,False,90,2,0,0,1,0,0,13,1,0.07,0.22,0.29,1.31,7,55,82270,2827,11875
211,1,9,False,35,1,0,0,0,0,0,4,0,0.06,0.02,0.08,0.27,5,55,18106,0,0
211,2,15,True,67,5,0,1,0,3,0,27,0,0.05,0.07,0.12,2.01,10,55,18326,314,2458
211,3,10,False,88,5,0,1,0,2,0,25,0,0.25,0.30,0.55,3.01,5,55,22762,5451,2582
211,4,12,True,36,1,0,0,0,1,0,4,0,0.00,0.01,0.01,0.38,1,55,63756,36851,9196
211,5,13,False,81,2,0,0,1,0,0,10,1,0.16,0.15,0.31,1.26,5,55,38017,1928,14161
212,1,9,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,1093674,0,0
212,2,15,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,1064673,20182,90180
212,3,10,False,16,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.57,3,45,969611,37588,133611
212,4,12,True,13,1,0,0,0,1,0,6,0,0.00,0.04,0.04,0.55,4,45,888879,26618,113889
212,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,838201,29011,100935
213,1,9,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,10665,0,0
213,2,15,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,10302,204,1450
213,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,9259,496,1742
213,4,12,True,6,1,0,0,0,1,0,3,0,0.00,0.00,0.00,0.48,1,49,8598,327,1133
213,5,13,False,45,0,0,0,0,0,0,3,1,0.26,0.00,0.26,0.77,11,49,7985,179,856
214,1,9,False,90,3,0,0,0,2,0,25,1,0.00,0.27,0.27,1.12,14,50,24728,0,0
214,2,15,True,90,2,0,0,0,4,0,21,0,0.05,0.02,0.07,2.21,9,50,27191,1944,3094
214,3,10,False,88,5,0,1,0,2,0,21,0,0.00,0.01,0.01,3.01,4,50,28293,4293,4552
214,4,12,True,83,8,0,2,0,2,0,30,0,0.00,0.05,0.05,1.20,1,50,44888,18109,6124
214,5,13,False,90,3,0,0,1,0,0,12,0,0.42,0.03,0.45,1.31,10,50,59125,22401,7847
222,1,9,False,27,1,0,0,0,0,0,3,0,0.25,0.01,0.26,0.14,0,60,50940,0,0
222,2,15,True,62,2,0,0,0,3,0,13,0,0.05,0.00,0.05,2.01,4,60,50504,1510,7771
222,3,10,False,45,1,0,0,0,0,0,4,0,0.00,0.00,0.00,1.54,4,60,51335,7524,8505
222,4,12,True,83,8,1,0,0,2,2,39,0,0.09,0.02,0.11,1.20,2,60,71789,21000,9640
222,5,13,False,81,2,0,0,1,0,0,10,0,0.04,0.17,0.21,1.26,3,60,69381,15191,11138
223,1,9,False,62,2,0,0,0,2,0,-3,0,0.70,0.02,0.72,0.98,5,65,504100,0,0
223,2,15,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,65,510630,23951,72433
223,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,64,236661,1227,270528
223,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,64,175573,343,72992
223,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,63,148086,232,29534
224,1,9,False,55,1,0,0,0,2,0,12,0,0.60,0.58,1.18,0.84,3,55,43148,0,0
224,2,15,True,67,2,0,0,0,3,0,8,0,0.36,0.00,0.36,2.01,6,55,47953,3263,5780
224,3,10,False,45,4,0,1,0,2,0,16,0,0.14,0.00,0.14,1.60,2,55,55843,11874,8284
224,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,81943,29818,9604
224,5,13,False,8,1,0,0,0,0,0,2,0,0.00,0.02,0.02,0.06,1,55,55856,1026,22979
241,1,9,False,62,2,0,0,0,2,0,11,0,0.05,0.02,0.07,0.98,5,55,15735,0,0
241,2,15,True,22,1,0,0,0,1,0,2,0,0.00,0.00,0.00,0.20,2,55,16698,472,1828
241,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,14863,540,2482
241,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,13782,510,1860
241,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,12442,185,1559
577,1,9,False,18,1,0,0,0,0,0,3,0,0.00,0.01,0.01,0.14,1,45,31543,0,0
577,2,15,True,73,1,0,0,0,3,0,-3,0,0.00,0.00,0.00,2.01,8,45,34647,829,2667
577,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,33461,1378,3430
577,4,12,True,53,0,0,0,0,2,0,6,0,0.00,0.01,0.01,1.29,5,45,31339,625,3199
577,5,13,False,45,1,0,0,0,0,0,4,0,0.00,0.01,0.01,0.54,3,44,29233,497,2824
588,1,9,False,35,1,0,0,0,0,0,12,0,0.00,0.16,0.16,0.27,9,50,8418,0,0
588,2,15,True,74,2,0,0,0,3,0,9,1,0.02,0.00,0.02,2.01,14,50,10199,462,827
588,3,10,False,90,3,0,0,0,2,0,6,0,0.72,0.01,0.73,3.14,10,50,13924,4048,1549
588,4,12,True,90,7,1,0,0,3,0,4,0,0.22,0.14,0.36,1.68,5,50,41054,22369,5347
588,5,13,False,90,6,0,0,1,0,0,23,0,0.00,0.02,0.02,1.31,6,50,31883,5814,6531
595,1,9,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1214,0,0
595,2,15,True,22,1,0,0,0,1,0,3,0,0.00,0.00,0.00,0.20,1,50,1414,101,173
595,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1444,158,224
595,4,12,True,6,1,0,0,0,1,0,3,0,0.00,0.00,0.00,0.48,0,50,1406,110,198
595,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1330,81,198
633,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,296,217,32
633,4,12,True,90,3,0,0,0,3,0,10,0,0.00,0.01,0.01,1.68,11,45,1153,848,180
633,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,1692,710,240
643,3,10,False,16,7,1,0,0,0,0,20,0,0.15,0.00,0.15,0.57,0,45,984,763,84
643,4,12,True,13,1,0,0,0,1,0,1,0,0.12,0.01,0.13,0.55,1,45,62478,38522,5669
643,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,50011,3269,9457
644,3,10,False,73,2,0,0,0,2,0,8,0,0.02,0.00,0.02,2.57,6,50,782,656,100
644,4,12,True,90,4,0,0,0,3,0,24,0,0.10,0.03,0.13,1.68,16,50,2570,1757,464
644,5,13,False,90,3,0,0,1,0,0,13,0,0.12,0.03,0.15,1.31,5,50,3505,1410,628
647,3,10,False,1,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.13,1,55,535,461,50
647,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,903,378,115
647,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,833,80,171
209,1,8,True,6,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.29,2,60,15299,0,0
209,2,3,False,28,1,0,0,0,0,0,1,0,0.00,0.00,0.00,1.58,2,60,15402,732,2580
209,3,16,True,65,1,0,0,0,1,0,3,1,0.05,0.04,0.09,0.37,8,59,13119,786,3477
209,4,19,False,74,3,0,0,1,0,0,13,0,0.16,0.18,0.34,0.43,6,59,12460,1069,2197
209,5,12,True,65,3,0,0,1,0,0,6,0,0.82,0.00,0.82,1.06,8,59,13882,2308,1461
226,1,8,True,90,7,0,0,1,0,0,34,0,0.00,0.02,0.02,1.96,0,55,698199,0,0
226,2,3,False,90,3,0,0,0,1,0,22,0,0.00,0.00,0.00,2.16,0,55,878157,63539,28190
226,3,16,True,90,1,0,0,0,2,0,6,0,0.00,0.00,0.00,0.69,0,55,890933,56478,81924
226,4,19,False,90,6,0,0,1,0,0,25,0,0.00,0.00,0.00,0.69,0,55,922558,69771,68979
226,5,12,True,90,8,0,0,1,0,1,34,0,0.00,0.00,0.00,1.44,0,55,1016911,77729,41026
229,1,8,True,90,6,0,0,1,0,0,25,0,0.05,0.00,0.05,1.96,9,60,765229,0,0
229,2,3,False,90,12,1,0,0,1,2,27,0,0.10,0.01,0.11,2.16,10,60,861719,42736,37066
229,3,16,True,90,3,0,0,0,2,0,11,0,0.02,0.01,0.03,0.69,12,60,1115834,211638,85557
229,4,19,False,90,8,0,0,1,0,2,32,0,0.00,0.01,0.01,0.69,8,60,1237976,163569,91762
229,5,12,True,90,14,0,1,1,0,3,43,0,0.01,0.01,0.02,1.44,12,61,1610335,292865,49201
230,1,8,True,90,6,0,0,1,0,0,27,0,0.00,0.01,0.01,1.96,8,55,141420,0,0
230,2,3,False,90,4,0,0,0,1,0,6,0,0.09,0.01,0.10,2.16,12,55,183710,19103,8918
230,3,16,True,90,3,0,0,0,2,0,10,0,0.08,0.00,0.08,0.69,11,55,182675,15501,21385
230,4,19,False,90,6,0,0,1,0,0,27,0,0.00,0.00,0.00,0.69,9,55,206240,35472,20969
230,5,12,True,90,8,0,0,1,0,0,27,0,0.00,0.00,0.00,1.44,14,55,255437,50096,13193
232,1,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,44689,0,0
232,2,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,42208,1403,7729
232,3,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,35192,929,8440
232,4,19,False,15,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.26,1,49,31964,666,4529
232,5,12,True,1,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.16,1,49,31104,1257,2773
233,1,8,True,90,6,0,0,1,0,0,27,0,0.00,0.05,0.05,1.96,4,45,134687,0,0
233,2,3,False,90,4,0,0,0,1,0,7,0,0.00,0.01,0.01,2.16,12,45,164056,21784,9070
233,3,16,True,90,1,0,0,0,2,0,8,0,0.00,0.01,0.01,0.69,6,45,178705,40120,26256
233,4,19,False,90,11,0,0,1,0,3,38,0,0.00,0.07,0.07,0.69,11,45,216365,70682,37005
233,5,12,True,90,5,0,0,1,0,0,29,1,0.04,0.02,0.06,1.44,6,45,463207,238606,24122
236,1,8,True,90,11,1,0,1,0,3,40,0,0.12,0.17,0.29,1.92,8,65,288693,0,0
236,2,3,False,90,2,0,0,0,1,0,24,0,0.06,0.16,0.22,2.16,10,65,473030,132647,26951
236,3,16,True,90,2,0,0,0,2,0,20,0,0.27,0.07,0.34,0.69,11,65,440536,60861,92933
236,4,19,False,90,2,0,0,1,0,0,16,1,0.17,0.09,0.26,0.69,6,65,497656,141140,99920
236,5,12,True,90,3,0,0,1,0,0,10,0,0.37,0.34,0.71,1.28,7,65,731679,216116,59560
238,1,3,True,8,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,1,65,16005,0,0
238,2,8,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,65,21085,1202,2403
238,3,16,True,24,1,0,0,0,1,0,8,0,0.02,0.13,0.15,0.31,1,65,28839,9521,5532
238,4,19,False,25,1,0,0,0,0,0,4,0,0.00,0.01,0.01,0.30,4,65,42527,16008,6311
238,5,12,True,78,3,0,0,1,0,0,22,0,0.00,0.30,0.30,1.06,7,65,48806,10313,6038
239,1,8,True,11,1,0,0,0,0,0,6,0,0.00,0.03,0.03,0.34,1,60,11659,0,0
239,2,3,False,61,1,0,0,0,1,0,9,1,0.00,0.00,0.00,0.58,10,60,13621,1533,1649
239,3,16,True,76,2,0,0,0,1,0,19,0,0.00,0.08,0.08,0.40,8,60,14095,2988,3324
239,4,19,False,90,4,0,0,1,0,0,23,1,0.04,0.02,0.06,0.69,17,60,13037,2679,3703
239,5,12,True,90,3,0,0,1,0,0,14,0,0.16,0.04,0.20,1.44,9,60,25087,12252,3224
242,1,8,True,83,3,0,0,1,0,0,13,0,0.18,0.08,0.26,1.67,7,55,24527,0,0
242,2,3,False,61,2,0,0,0,1,0,12,0,0.05,0.01,0.06,0.58,2,55,28043,2273,2482
242,3,16,True,90,10,1,0,0,2,3,35,0,0.04,0.07,0.11,0.69,4,55,25310,1760,4800
242,4,19,False,64,3,0,0,1,0,0,13,0,0.05,0.15,0.20,0.39,3,55,67366,50072,13425
242,5,12,True,11,1,0,0,0,0,0,4,0,0.03,0.01,0.04,0.38,2,55,111866,50560,10957
243,1,8,True,1,1,0,0,0,0,0,7,0,0.02,0.00,0.02,0.04,3,50,8329,0,0
243,2,3,False,4,0,0,0,0,0,0,-2,1,0.03,0.02,0.05,0.00,0,50,9333,753,1138
243,3,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,8638,815,1939
243,4,19,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,8215,594,1325
243,5,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,7950,539,1031
244,1,8,True,90,8,0,1,1,0,0,25,0,0.00,0.04,0.04,1.96,16,50,6793,0,0
244,2,3,False,86,2,0,0,0,1,0,12,0,0.00,0.03,0.03,2.16,9,50,24656,12786,2467
244,3,16,True,90,1,0,0,0,2,0,5,1,0.09,0.03,0.12,0.69,5,50,41659,21368,9178
244,4,19,False,90,3,0,0,1,0,0,6,0,0.00,0.02,0.02,0.69,5,50,46365,12956,8851
244,5,12,True,90,2,0,0,1,0,0,13,1,0.12,0.37,0.49,1.44,5,50,43182,5950,8858
245,1,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,3592,0,0
245,2,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,3529,201,751
245,3,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,3219,356,868
245,4,19,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,3002,210,505
245,5,12,True,24,1,0,0,0,0,0,10,0,0.17,0.16,0.33,0.38,0,54,3032,288,375
246,1,8,True,90,3,0,0,1,0,0,12,0,0.00,0.06,0.06,1.96,9,50,5179,0,0
246,2,3,False,85,2,0,0,0,1,0,13,0,0.00,0.01,0.01,2.16,9,50,5759,518,636
246,3,16,True,74,1,0,0,0,1,0,10,1,0.00,0.13,0.13,0.40,6,50,5345,580,1167
246,4,19,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,5016,572,1041
246,5,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,4100,285,1256
247,1,8,True,78,3,0,0,1,0,0,16,0,0.01,0.01,0.02,1.62,7,55,24410,0,0
247,2,3,False,28,1,0,0,0,0,0,3,0,0.00,0.01,0.01,1.58,3,55,24628,844,3202
247,3,16,True,15,4,0,1,0,1,0,14,0,0.04,0.09,0.13,0.29,1,55,21598,499,3714
247,4,19,False,15,1,0,0,0,0,0,3,0,0.00,0.02,0.02,0.26,1,55,21723,1482,1962
247,5,12,True,1,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.16,0,55,20687,726,1962
248,1,8,True,11,1,0,0,0,0,0,3,0,0.05,0.00,0.05,0.34,0,55,249740,0,0
248,2,3,False,20,1,0,0,0,0,0,2,0,0.04,0.00,0.04,1.58,1,55,227543,7709,42811
248,3,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,153951,8513,82131
248,4,19,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,94922,0,62064
248,5,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,72058,0,25316
249,1,8,True,78,8,1,0,1,0,2,37,0,0.45,0.09,0.54,1.62,3,55,117327,0,0
249,2,3,False,69,2,0,0,0,1,0,6,0,1.48,0.00,1.48,0.58,3,55,352239,150265,22428
249,3,16,True,90,2,0,0,0,2,0,7,0,0.38,0.02,0.40,0.69,4,55,501671,195909,91343
249,4,19,False,90,2,0,0,1,0,0,5,0,0.67,0.03,0.70,0.69,2,56,666569,273770,120075
249,5,12,True,90,6,1,0,1,0,0,28,0,0.52,0.01,0.53,1.44,5,56,908127,262211,84330
649,3,16,True,13,7,1,0,0,1,0,13,0,0.03,0.00,0.03,0.29,0,45,569,559,128
649,4,19,False,74,6,0,0,1,0,0,23,0,0.03,0.14,0.17,0.43,5,45,30581,18405,3702
649,5,12,True,90,8,0,0,1,0,2,39,0,0.00,0.11,0.11,1.28,8,45,111542,54068,6062
250,1,6,True,90,2,0,0,0,3,0,11,0,0.00,0.00,0.00,2.24,0,45,272035,0,0
250,2,20,False,90,3,0,0,0,1,0,11,0,0.00,0.00,0.00,2.02,0,45,300981,12174,11529
250,3,8,True,90,1,0,0,0,3,0,8,0,0.00,0.00,0.00,1.97,0,45,339301,41560,27077
250,4,14,False,90,9,0,0,1,0,2,29,0,0.00,0.00,0.00,1.28,0,45,308412,19790,35024
250,5,16,True,90,3,0,0,0,1,0,18,0,0.00,0.00,0.00,1.60,0,45,335875,37373,17412
253,1,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,3342,0,0
253,2,20,False,90,1,0,0,0,1,0,4,1,0.00,0.04,0.04,2.02,8,50,7735,2314,630
253,3,8,True,90,1,0,0,0,3,0,8,0,0.00,0.06,0.06,1.97,7,50,15474,5842,2138
253,4,14,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,13284,1887,3265
253,5,16,True,10,1,0,0,0,1,0,0,0,0.00,0.00,0.00,0.36,5,50,14092,1831,2077
254,1,6,True,81,1,0,0,0,3,0,4,0,0.13,0.04,0.17,2.21,7,45,148513,0,0
254,2,20,False,90,2,0,0,0,1,0,10,0,0.00,0.02,0.02,2.02,3,45,165662,11181,9429
254,3,8,True,78,1,0,0,0,3,0,7,0,0.08,0.10,0.18,1.97,5,45,173615,15006,17182
254,4,14,False,90,6,0,0,1,0,0,25,0,0.05,0.05,0.10,1.28,9,45,143996,4729,26085
254,5,16,True,90,2,0,0,0,1,0,19,0,0.00,0.09,0.09,1.60,7,45,147666,11569,11279
255,1,6,True,90,3,0,0,0,3,0,7,0,0.00,0.03,0.03,2.24,10,45,1787,0,0
255,2,20,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,3423,781,259
255,3,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,3459,506,689
255,4,14,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,3009,104,613
255,5,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,2849,89,332
256,1,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,24681,0,0
256,2,20,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,25956,338,2061
256,3,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,23617,430,3016
256,4,14,False,27,0,0,0,0,0,0,-1,1,0.00,0.00,0.00,0.65,3,44,21818,237,2295
256,5,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,20252,326,2073
257,1,6,True,90,0,0,0,0,3,0,1,1,0.02,0.02,0.04,2.24,4,45,64737,0,0
257,2,20,False,90,2,0,0,0,1,0,13,0,0.00,0.01,0.01,2.02,7,45,75885,6863,6042
257,3,8,True,90,1,0,0,0,3,0,2,0,0.00,0.04,0.04,1.97,2,45,79648,8199,7975
257,4,14,False,90,6,0,0,1,0,0,27,0,0.05,0.00,0.05,1.28,8,45,71722,2294,10216
257,5,16,True,90,6,0,1,0,1,1,26,0,0.06,0.01,0.07,1.60,8,45,72972,3658,3913
258,1,6,True,90,6,0,2,0,3,0,21,1,0.09,0.18,0.27,2.24,6,45,26346,0,0
258,2,20,False,67,6,0,0,1,0,0,18,0,0.00,0.00,0.00,0.26,2,45,45933,12096,2615
258,3,8,True,90,1,0,0,0,3,0,-1,0,0.58,0.19,0.77,1.97,7,45,105919,44214,10839
258,4,14,False,71,6,0,0,1,0,0,23,0,0.00,0.01,0.01,0.74,5,45,83333,6203,17661
258,5,16,True,90,1,0,0,0,1,0,3,1,0.00,0.01,0.01,1.60,9,45,92417,14129,7614
261,1,6,True,90,2,0,0,0,3,0,17,0,0.00,0.04,0.04,2.24,10,55,88413,0,0
261,2,20,False,90,2,0,0,0,1,0,20,0,0.01,0.40,0.41,2.02,4,55,95898,6095,9396
261,3,8,True,82,2,0,0,0,3,0,15,0,0.04,0.26,0.30,1.97,4,55,88922,7354,16871
261,4,14,False,76,3,0,0,1,0,0,15,0,0.15,0.11,0.26,0.81,4,54,75540,2396,16515
261,5,16,True,70,5,0,0,1,0,2,27,0,0.19,0.41,0.60,1.12,7,54,70405,3075,9579
262,1,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,35036,0,0
262,2,20,False,14,1,0,0,0,0,0,5,0,0.06,0.02,0.08,0.41,1,55,36765,1414,4748
262,3,8,True,11,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0,55,32334,1425,6526
262,4,14,False,13,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.46,2,54,28676,777,4894
262,5,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,26201,582,3491
263,1,6,True,17,1,0,0,0,0,0,2,0,0.00,0.01,0.01,0.03,3,55,5144,0,0
263,2,20,False,7,1,0,0,0,0,0,2,0,0.00,0.04,0.04,0.17,0,55,5495,419,862
263,3,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,4945,553,1342
263,4,14,False,18,1,0,0,0,0,0,4,0,0.03,0.07,0.10,0.54,3,54,4241,236,1062
263,5,16,True,19,1,0,0,0,1,0,6,0,0.04,0.00,0.04,0.49,2,53,4353,596,671
264,1,6,True,66,2,0,0,0,3,0,10,0,0.00,0.26,0.26,2.21,6,55,26829,0,0
264,2,20,False,67,3,0,0,1,0,0,8,0,0.00,0.01,0.01,0.26,5,55,33606,4520,2997
264,3,8,True,78,2,0,0,0,3,0,17,0,0.32,0.65,0.97,1.97,4,55,34364,4635,5995
264,4,14,False,62,3,0,0,1,0,0,12,0,0.00,0.13,0.13,0.63,7,55,30794,2106,6238
264,5,16,True,70,3,0,0,1,0,0,6,0,0.22,0.09,0.31,1.12,6,55,30671,2742,3876
265,1,6,True,72,2,0,0,0,3,0,14,0,0.03,0.03,0.06,2.21,4,50,38470,0,0
265,2,20,False,82,2,0,0,0,1,0,14,0,0.00,0.20,0.20,1.85,2,50,38868,1465,3333
265,3,8,True,29,1,0,0,0,1,0,9,0,0.00,0.10,0.10,0.84,2,50,36133,1875,5184
265,4,14,False,90,3,0,0,1,0,0,14,0,0.00,0.01,0.01,1.28,9,49,32007,748,5043
265,5,16,True,76,3,0,0,1,0,0,16,0,0.05,0.02,0.07,1.18,2,49,31167,1643,3196
268,1,6,True,90,7,1,0,0,3,0,34,0,0.17,0.04,0.21,2.24,8,55,14215,0,0
268,2,20,False,90,2,0,0,0,1,0,8,0,0.47,0.03,0.50,2.02,4,55,59498,34683,4164
268,3,8,True,90,10,1,0,0,3,3,38,0,0.31,0.27,0.58,1.97,7,55,76528,23134,13472
268,4,14,False,76,3,0,0,1,0,0,19,0,0.21,0.09,0.30,0.81,4,55,130602,81597,34482
268,5,16,True,79,2,0,0,1,0,0,10,1,0.38,0.03,0.41,1.25,5,55,214660,104721,26450
269,1,6,True,17,1,0,0,0,0,0,7,0,0.03,0.00,0.03,0.03,1,45,39784,0,0
269,2,20,False,22,1,0,0,0,1,0,3,0,0.02,0.12,0.14,1.77,1,45,41879,959,3014
269,3,8,True,11,1,0,0,0,0,0,3,0,0.08,0.32,0.40,0.00,1,45,37980,887,4843
269,4,14,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,34199,369,4551
269,5,16,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,29229,228,5290
271,1,6,True,8,1,0,0,0,0,0,6,0,0.02,0.00,0.02,0.03,1,55,52452,0,0
271,2,20,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,54718,2812,6890
271,3,8,True,7,1,0,0,0,0,0,5,0,0.38,0.00,0.38,0.00,0,55,49384,4409,11328
271,4,14,False,13,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.46,1,54,46371,3624,7896
271,5,16,True,10,0,0,0,0,1,0,-1,1,0.00,0.00,0.00,0.36,1,54,44522,3484,6327
569,1,6,True,90,6,1,0,0,3,0,33,0,0.73,0.01,0.74,2.24,2,60,180799,0,0
569,2,20,False,90,2,0,0,0,1,0,2,0,0.27,0.01,0.28,2.02,4,60,399587,152218,17207
569,3,8,True,90,2,0,0,0,3,0,10,0,0.44,0.20,0.64,1.97,7,60,490355,128611,79185
569,4,14,False,76,2,0,0,1,0,0,5,0,0.20,0.03,0.23,0.81,3,60,405535,38609,108825
569,5,16,True,79,2,0,0,1,0,0,3,0,0.69,0.33,1.02,1.25,2,60,386933,42871,74168
570,1,6,True,72,2,0,0,0,3,0,10,0,0.16,0.01,0.17,2.21,4,55,18267,0,0
570,2,20,False,75,1,0,0,0,1,0,6,1,0.02,0.00,0.02,1.62,9,55,20418,910,1784
570,3,8,True,60,8,1,0,0,2,1,27,0,0.80,0.02,0.82,1.14,0,55,18435,1012,3356
570,4,14,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,18348,1449,2132
570,5,16,True,19,1,0,0,0,1,0,5,0,0.00,0.00,0.00,0.49,4,54,18361,1918,2374
580,1,6,True,23,1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.03,3,50,8110,0,0
580,2,20,False,22,1,0,0,0,1,0,2,0,0.09,0.03,0.12,1.77,2,50,8645,359,808
580,3,8,True,78,2,0,0,0,3,0,18,0,0.00,0.09,0.09,1.97,11,50,7900,334,1244
580,4,14,False,90,5,0,0,1,0,0,19,0,0.00,0.02,0.02,1.28,17,50,7397,295,931
580,5,16,True,90,4,0,0,0,1,0,16,0,0.00,0.02,0.02,1.60,13,50,7677,742,693
635,3,8,True,11,1,0,0,0,0,0,3,0,0.13,0.22,0.35,0.00,1,50,322,288,27
635,4,14,False,13,1,0,0,0,0,0,3,0,0.00,0.01,0.01,0.46,1,50,614,266,81
635,5,16,True,13,1,0,0,0,1,0,3,0,0.00,0.00,0.00,0.42,4,50,760,191,125
650,3,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,317,204,27
650,4,14,False,90,8,0,0,1,0,0,23,0,0.00,0.00,0.00,1.28,12,45,573,274,102
650,5,16,True,90,4,0,0,0,1,0,17,0,0.00,0.02,0.02,1.60,11,45,2846,2400,493
240,1,8,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1417,0,0
